0.6092,4.4504,0.2105
0.6120,4.4087,0.2173
0.3193,3.9615,0.0617
0.4375,4.3142,0.2026
0.5014,4.3895,0.0272
0.4470,4.5668,1.6703
0.2763,4.6389,0.6579
0.4201,4.5247,1.6392
0.4037,4.4068,1.2600
0.3491,4.5446,1.2442
0.5797,4.6037,1.8280
0.2223,4.4799,0.5749
0.2921,4.4072,0.4687
0.2588,4.0045,0.4764
0.2788,4.1862,0.4587
0.4062,4.5127,1.4169
0.4113,4.1191,1.4604
0.7115,4.3028,1.9879
0.6583,4.4981,2.1835
0.3690,4.0639,0.5905
0.5866,4.0839,1.9055
0.3615,3.8524,0.1811
0.4071,3.6557,0.0823
0.3060,3.3567,0.1034
0.3633,3.3015,0.1010
0.5542,4.2835,0.3129
0.4370,4.0684,0.2603
0.7165,4.2230,0.2800
0.4402,3.8886,0.1141
0.3791,3.7772,0.2087
0.8703,4.0127,0.5459
0.3987,3.5072,0.2103
0.6651,3.6091,0.2995
0.3618,3.5575,0.1315
0.9405,3.7420,0.5666
0.9679,3.9790,1.5162
0.7672,4.3341,1.3608
1.0794,3.9523,1.7255
0.8910,4.3355,1.5240
0.8498,4.1744,1.2954
0.9427,4.3166,1.4799
0.9298,3.9798,1.4935
0.7639,4.3077,1.2424
1.1677,4.2356,1.9228
0.5666,3.8458,0.9884
1.1326,4.6169,0.8309
1.2492,4.5883,0.9920
1.3615,4.6381,1.0957
1.0767,4.5779,0.8319
0.7099,4.4222,0.4479
0.8499,4.5944,0.6550
1.0531,4.4815,0.6644
1.0058,4.3583,0.6821
1.2197,4.4884,0.8952
1.2249,4.4894,0.9106
1.2877,4.4532,1.0271
0.8502,4.3505,0.5780
0.9867,3.7827,0.8194
1.1174,4.5447,0.9197
0.8674,4.3767,0.5582
0.5032,4.0173,0.1765
0.3261,3.6763,0.0814
0.4496,4.1545,0.1871
0.3973,3.6210,0.1663
0.4734,4.0884,0.1240
0.6086,4.4468,0.2189
0.3629,4.1098,0.0943
0.5546,4.1558,0.1005
0.3504,4.0998,0.1143
0.3156,3.9141,0.0799
0.5929,3.9194,0.2915
0.4978,3.9205,0.3259
0.3780,3.9980,0.1328
0.4597,3.6798,0.1975
1.2309,4.2379,0.7038
1.2475,4.3592,0.6395
0.9348,4.0600,0.5866
0.9938,3.8714,0.6916
0.8962,4.0177,0.4767
0.6382,3.9442,0.3981
1.0305,4.0173,0.6801
1.3788,4.0411,0.8693
1.4061,4.3292,0.7075
1.0072,4.0978,0.4528
1.3516,3.8789,0.8514
0.7962,3.9228,0.3800
0.8564,3.4057,0.2708
0.7218,3.7229,0.4376
0.9600,3.7422,1.5129
1.0517,4.0779,1.7265
1.0000,3.7611,1.5965
0.5461,2.9687,0.8757
0.6973,2.7530,1.2080
0.9812,3.2292,1.5273
1.0283,3.3756,1.5393
0.6462,3.0409,1.1965
0.6726,3.2218,1.2494
1.0648,3.5281,1.8299
0.8862,3.2589,1.3376
0.6692,4.3330,2.7561
0.7163,3.6651,2.5454
0.6867,4.1561,1.0863
0.6320,4.2205,1.0756
0.5789,4.3943,0.8060
0.5985,4.1911,0.8473
0.7315,4.0903,1.0067
0.7400,4.1901,1.0454
0.4584,4.3576,0.6921
0.8183,4.2404,1.0893
0.7162,4.2871,0.9984
0.9055,4.2711,1.2656
0.5846,4.1736,0.9399
0.7922,4.2102,1.1035
0.6429,4.3308,1.0662
0.7758,3.9184,1.2522
0.4877,4.0192,0.3337
0.4954,4.0238,0.3842
0.4660,4.0947,0.4088
0.4078,3.5587,0.2929
0.3991,4.0656,0.2021
0.6860,4.3118,0.4547
0.4010,4.1996,0.2937
0.4258,4.1942,0.3085
0.6113,3.7147,0.4456
0.5897,4.2309,0.4715
0.7667,4.2165,0.5253
0.3879,3.7046,0.0805
0.7851,3.8742,0.6658
0.6057,4.3593,0.5302
0.4043,3.6968,0.2789
0.4285,3.7300,0.1720
0.4906,3.4978,1.0459
0.2841,2.9219,0.5789
0.3975,3.6428,0.4751
0.5063,3.0722,0.7914
1.1710,2.6965,2.3196
1.1871,3.1535,2.6907
0.8341,3.4966,1.0354
0.5651,3.3541,1.1413
0.7005,3.3166,1.3430
0.7726,3.3715,1.3785
0.6194,3.1554,1.3102
0.5577,3.1224,0.9919
0.4718,3.4189,0.6768
0.4272,3.4266,0.4807
0.6800,3.5758,0.9319
0.8047,3.7379,1.1070
0.5962,3.4386,1.2545
0.7150,3.1449,1.5019
0.7271,2.7665,1.3786
0.8505,2.9612,1.6837
0.3080,2.1910,0.9729
0.9536,3.2531,1.8074
0.1247,4.3645,0.3822
0.0788,4.1037,0.3299
0.0639,3.7808,0.1893
0.3137,4.8835,0.4795
0.2605,4.4936,0.4574
0.3548,4.3099,0.5789
0.2664,4.0076,0.5119
0.2871,4.7259,0.3861
0.2527,3.6655,0.5889
0.2188,2.9611,1.2732
0.2548,3.3026,1.3411
0.3821,3.3456,1.3294
0.1333,3.4699,1.1990
0.2077,2.9299,1.4239
0.2679,2.8856,1.5533
0.4191,3.0333,1.5587
0.2905,2.9669,0.9872
0.4173,4.3668,0.2136
0.5003,4.3704,0.1874
0.4255,4.3903,0.2793
0.3023,3.9476,0.1558
0.3726,4.4524,0.1633
0.4670,4.3671,0.1980
0.4736,4.4034,0.1722
0.3548,3.8592,0.1940
0.4145,4.0337,0.1075
0.3728,4.0813,0.0803
0.4045,4.5064,0.1809
0.3563,3.1220,0.1857
0.6436,4.1989,0.3144
0.6800,3.6612,0.2609
0.5498,4.8598,0.1789
0.9010,4.3524,0.4930
0.4761,4.9253,0.4031
0.7319,4.8470,0.8231
0.4001,4.6796,0.4247
0.5909,5.2453,0.1914
0.6949,4.9099,0.7807
0.4875,5.0670,0.4418
0.4980,4.8375,0.4094
0.5642,5.2177,0.4771
0.6123,3.6538,0.3515
1.4357,4.3773,1.7884
0.3842,6.0208,0.0915
0.4203,5.8805,0.1460
0.4079,5.9141,0.2454
0.3531,5.6043,0.0999
0.4132,5.9214,0.1579
0.3344,6.1272,0.1036
0.3662,5.8866,0.1099
0.5464,5.9215,0.1508
0.2975,5.8632,0.1548
0.3781,5.7096,0.1644
0.3528,5.7809,0.1213
0.3605,5.1291,0.2150
0.3334,5.4458,0.1250
0.3478,5.0250,0.1739
0.5412,4.9884,0.1921
0.4831,4.8896,0.2444
0.2086,2.6913,0.1610
0.2758,2.6555,0.1122
0.1788,2.2290,0.0261
0.1739,2.0222,0.1329
0.2689,2.9492,0.2292
0.3019,2.6406,0.0842
0.1598,2.6260,0.0749
0.1549,2.5051,0.0490
0.1435,2.3705,0.1937
0.2307,2.1247,0.1301
0.0754,2.1187,0.0468
0.2694,2.6802,0.1259
0.4095,3.6498,0.0899
0.3411,3.9427,0.1752
0.2606,3.6079,0.1210
0.3236,3.8920,0.1422
0.3415,4.2782,0.1774
0.3969,3.8827,0.1982
0.3370,4.2838,0.1508
0.2416,2.5852,0.1863
0.2212,2.2694,0.1706
0.3789,3.0549,0.1922
0.7210,4.5282,0.5460
0.3954,3.5080,0.7127
0.6556,3.1764,1.3132
0.4932,3.4533,0.6154
0.4490,3.4295,0.7636
0.4695,3.4991,0.3042
0.5190,3.3732,1.0866
0.5572,3.5342,0.9531
0.2413,3.1483,0.5575
0.3254,3.4313,0.4841
0.4906,3.4978,1.0459
0.5063,3.0722,0.7914
0.2133,2.5131,0.5183
0.2841,2.9219,0.5789
0.7982,4.5597,1.4318
0.2070,3.3677,0.2851
0.2451,3.4933,0.1530
0.4315,3.3707,0.3226
0.4117,3.7270,0.2837
0.3758,3.6952,0.4055
0.6291,3.9454,0.4572
0.6093,3.7015,0.8787
0.7286,4.8555,1.0437
0.7095,4.4438,0.8989
1.0507,4.1715,1.2111
0.6466,4.7752,1.0121
0.6183,3.8714,0.6840
0.6972,3.8825,0.8356
0.8067,3.9213,0.6757
0.9547,4.2543,0.9202
0.9003,4.0273,0.6272
0.7182,3.6488,0.8654
0.5135,4.1005,0.7775
0.5198,4.3318,0.7783
0.5715,3.7479,0.6990
0.5206,3.6279,0.9112
0.5580,4.2365,0.7186
0.7163,3.8008,1.2878
0.4864,5.6008,0.1017
0.4062,6.1023,0.0171
0.6762,5.1557,0.2326
0.2343,5.8236,0.0176
0.7278,5.7733,0.2030
0.6392,6.4195,0.1747
0.3821,5.2514,0.1266
0.5950,5.6580,0.0398
0.3943,5.2338,0.1009
0.7339,5.3602,0.1614
0.8321,4.9125,0.2539
0.4574,5.9440,0.1521
0.3881,5.6218,0.1771
0.4563,5.3967,0.2044
0.2253,5.2656,0.3005
0.2107,5.7318,0.1759
0.2910,5.4210,0.0908
0.2551,5.4583,0.1334
0.3661,5.4751,0.0951
0.4857,5.0239,0.2572
0.3712,4.3765,0.1102
0.3352,5.1531,0.2431
0.3587,3.5088,0.1307
0.3558,3.8969,0.1091
0.6202,4.6810,0.4091
0.6855,5.6825,0.3673
0.5458,5.3493,0.3886
0.7505,4.9371,0.3933
0.6008,5.6582,0.2503
0.5499,5.7809,0.2268
0.6771,5.4101,0.2642
0.6322,5.6764,0.3483
0.4158,5.0699,0.2390
0.6251,5.6994,0.4596
0.6849,5.8280,0.3749
0.5834,4.6463,0.4027
0.2535,3.6793,0.2594
0.4535,4.4032,0.3229
0.4430,4.0111,0.4075
0.5504,3.7886,0.3072
0.5792,4.7059,0.4185
0.4625,5.7835,0.1234
0.6326,5.6112,0.2323
0.6514,5.6985,0.2845
0.5065,5.0867,0.1795
0.7498,4.8832,0.3801
0.4812,4.7519,0.1687
0.6438,4.5127,0.2921
0.3951,3.4163,0.3124
0.5472,4.4974,0.3506
0.4155,3.4751,0.2582
0.4159,3.5745,0.3341
0.3877,4.3052,0.2229
0.3488,3.1126,0.1712
0.2672,3.3065,0.2280
0.3217,3.7944,0.1793
0.3813,3.4965,0.1619
0.3093,2.8693,0.2078
0.5197,4.0032,0.3373
0.3682,6.5846,0.6215
0.3235,6.3996,0.8955
0.4044,6.3657,0.8103
0.4034,6.2839,0.4814
0.3611,6.3136,0.5547
0.2119,6.0598,0.5257
0.3182,6.2165,0.6960
0.1245,5.7071,0.7640
0.3531,6.4690,0.6889
0.4353,6.2070,0.7991
0.3577,6.0845,0.7884
0.2752,5.4949,0.8648
0.4812,5.7051,0.9559
0.3579,4.6922,0.5878
0.3808,5.3924,0.5557
0.3269,5.2925,0.7348
0.2451,6.1804,0.1964
0.4603,6.1747,0.1768
0.4298,6.2036,0.2255
0.4699,5.8305,0.1281
0.3442,6.2080,0.1970
0.2247,6.1758,0.1070
0.3314,6.0627,0.1174
0.3654,6.0515,0.1414
0.3696,6.1540,0.1382
0.4032,6.0310,0.1963
0.3275,5.8649,0.2314
0.4285,4.8995,0.2042
0.4533,5.8469,0.1520
0.2985,3.9187,0.1426
0.3197,4.9547,0.2873
0.4291,4.7924,0.2399
0.4634,5.4787,0.7251
0.6097,5.6390,0.6208
0.3788,5.3620,0.7144
0.4521,5.4531,0.7455
0.3621,5.2931,0.6910
0.4141,5.2848,0.5206
0.4504,4.7971,0.9588
0.5720,5.2424,0.8944
0.4978,5.2930,0.5215
0.3093,4.0935,0.6941
0.7470,3.8498,1.3098
0.5503,4.3367,0.8418
0.4408,3.4249,0.8394
0.7567,4.7948,1.3647
0.7079,6.1010,1.1830
0.8520,6.1812,1.2684
0.7601,6.5343,0.9135
0.7907,6.5863,0.9141
0.6294,6.4794,0.9601
0.6143,6.2631,1.1987
0.6718,6.4182,0.9590
0.8085,6.0872,1.3330
0.5638,6.2823,1.0044
0.7265,6.3328,1.1389
0.6646,5.9061,1.2369
0.5897,5.5212,0.7845
0.6112,5.1905,1.0132
0.4566,4.4794,0.9362
0.6264,5.0892,0.9722
0.7439,5.3580,1.0598
0.6354,6.0011,0.3292
0.9022,5.9375,0.4032
1.1966,6.1059,0.7432
0.9774,6.1056,0.4859
1.0914,6.1290,0.7112
0.8475,6.0311,0.5078
0.9004,6.0639,0.3917
0.5624,5.7428,0.3833
0.7930,6.0373,0.4754
0.6275,5.8823,0.2878
0.7633,6.1998,0.4483
0.5261,4.9606,0.3668
0.7746,5.1767,0.4001
0.5546,4.6179,0.4642
0.6878,4.6902,0.4713
0.6948,5.2725,0.4611
0.5114,5.9568,1.1006
0.8583,6.0261,1.4894
0.3724,5.2768,0.6146
0.8962,6.1986,1.4105
0.6501,6.0336,1.0761
0.9372,6.1150,1.6004
0.3163,5.9314,0.4927
0.4298,5.8525,0.8001
0.6269,6.4240,0.9567
0.4850,5.3604,1.0354
0.7687,5.5100,1.4272
0.7360,5.3811,1.0569
0.8680,4.8809,1.2281
0.7458,4.7191,1.3139
0.5874,5.2667,0.7542
0.7182,4.0236,1.3228
0.5845,5.0242,0.2862
0.3730,5.7825,0.1551
0.4494,5.8643,0.2113
0.3952,4.6087,0.1345
0.5884,4.9853,0.2423
0.3917,5.8169,0.2879
0.5796,4.8852,0.3049
0.5568,5.7272,0.2328
0.4545,4.9854,0.3062
0.5507,4.7394,0.3586
0.1727,3.5534,0.1942
0.3847,3.4392,0.2508
0.6384,4.0828,0.5207
0.3744,3.5243,0.2411
0.3815,3.3163,0.4697
